,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,tsne-2d-one,tsne-2d-two
1325,55205,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Lakme Lip Love Dark Desire Lipstick B122A,55205.jpg,-2.8210726,9.304233
1326,25172,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Lino Perros Women Leatherite Brown Handbag,25172.jpg,2.2459428,-0.05912326
1327,56480,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Streetwear Chocolat Nail Polish 20,56480.jpg,-0.9924517,9.275343
1328,11347,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans,11347.jpg,-4.4840093,1.4991956
1329,41437,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,Lee Cooper Men White Sports Shoes,41437.jpg,4.6508946,-8.363819
1330,33017,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Mother Earth Women Striped Green Kurta,33017.jpg,-9.5955925,0.9339283
1331,10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016,Casual,Clarks Men Brown Leather Casual Shoes,10295.jpg,3.9209054,-3.5557227
1332,57552,Women,Personal Care,Lips,Lipstick,Copper,Spring,2017,Casual,Lotus Herbals Floralstay Copper Toast Lip Color 424,57552.jpg,-2.7743704,9.286012
1333,44979,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,44979.jpg,4.5392127,7.8535304
1334,45097,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual,Bwitch Pink Ruby Bra,45097.jpg,-6.8347616,7.34194
1335,36565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual,United Colors of Benetton Women Deo,36565.jpg,-0.86861867,8.360049
1336,14635,Men,Accessories,Mufflers,Mufflers,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Mufflers,14635.jpg,0.43464532,-2.0797856
1337,5262,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Grey Printed Backpack,5262.jpg,1.2254188,2.2193153
1338,8925,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Puma Men High Shine Black Belt,8925.jpg,7.9581547,2.5606995
1339,16506,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,16506.jpg,-4.4692802,1.4849981
1340,22733,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Nike Men Dunk High Grey Casual Shoes,22733.jpg,5.357722,-5.6415124
1341,35784,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual,Enroute Women Black Shoes,35784.jpg,4.5356894,-2.3304899
1342,7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers For Her Women Rivited Check Black Shirts,7151.jpg,-4.777774,-1.6116018
1343,46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,109F Women Cream Printed Top,46276.jpg,-8.4385805,-1.9105242
1344,13848,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Polo Tshirts,13848.jpg,-3.823271,-5.3906827
1345,6083,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Halftone Print Pink T-shirt,6083.jpg,-7.7329707,-0.16452281
1346,28209,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men High Street Black Sunglasses,28209.jpg,11.108808,2.8785646
1347,50313,Men,Accessories,Ties,Ties,Brown,Summer,2012,Formal,Park Avenue Men Brown Tie,50313.jpg,-3.0660343,6.16578
1348,8119,Men,Accessories,Belts,Belts,Grey,Winter,2016,Casual,Fastrack Men Canvas Red Stitches Grey Belts,8119.jpg,7.5004153,2.6854293
1349,31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Aurelia Women Printed Blue Kurta,31324.jpg,-9.922011,1.0502759
1350,13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Numero Uno Men Brown Casual Shoes,13074.jpg,5.5590415,-5.6357436
1351,43704,Women,Accessories,Jewellery,Jewellery Set,Green,Summer,2012,Casual,Royal Diadem Green Earring & Pendant Set,43704.jpg,5.89357,4.901733
1352,33473,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Baggit Women Choti Jhuti Brown Belt,33473.jpg,7.168008,2.681939
1353,58942,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Tommy Hilfiger Women Silver-Toned Dial  Watch TH1780453-D,58942.jpg,3.101093,7.638681
1354,20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016,Casual,United Colors of Benetton Women Casual Olive Sunglasses,20858.jpg,10.1494465,3.4327164
1355,40181,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses,40181.jpg,10.328132,3.3278873
1356,57136,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Elle Women Black Trousers,57136.jpg,-5.1382594,1.8225352
1357,25516,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Doodle Kids Boys Airfeild Red T-Shirt,25516.jpg,-1.8435262,-0.5127379
1358,39149,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aneri Women Red Kurtas,39149.jpg,-9.872845,0.26440847
1359,59890,Women,Apparel,Topwear,Tunics,Multi,Fall,2012,Casual,Femella Women Multi Coloured Tunic,59890.jpg,-8.1047535,1.0365522
1360,53596,Men,Free Items,Free Gifts,Free Gifts,Navy Blue,Winter,2016,Casual,Q&Q Men Navy Blue Digital Watch,53596.jpg,6.345403,9.3468075
1361,20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual,United Colors Of Benetton Women Blue Muffler,20064.jpg,0.4572921,-2.0670059
1362,5606,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,ADIDAS Men Kendall Black Floater,5606.jpg,4.6523867,0.05076381
1363,44521,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,44521.jpg,5.073343,-0.38446343
1364,36101,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,OTLS Men Josh Brown Wallet,36101.jpg,1.6294017,4.6525335
1365,52444,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015,Casual,Red Rose White & Purple Nightdress,52444.jpg,-7.653603,1.4782356
1366,39975,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2014,Casual,Gas Men Olive Swansea Shoes,39975.jpg,3.804279,-3.0442607
1367,57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges,57304.jpg,5.3988733,-1.2957861
1368,33641,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Koro G Slippers,33641.jpg,6.3220224,-1.7990756
1369,41261,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,Arrow Men Brown Wallet,41261.jpg,1.9187074,4.4996085
1370,25724,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Leather Brown Belt,25724.jpg,7.973835,2.5471249
1371,11511,Women,Footwear,Shoes,Flats,Gold,Winter,2015,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas,11511.jpg,3.863891,-2.1067004
1372,5434,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Men's Kill Man Red T-shirt,5434.jpg,-1.350604,-0.7118508
1373,44713,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Lotto Men Black Flip Flops,44713.jpg,7.458392,-2.4413745
1374,14063,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Flying Machine Men Solid Blue Polo Tshirts,14063.jpg,-3.7985783,-5.60321
1375,20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Wrangler Men Wing Green T-shirt,20256.jpg,-1.573229,-6.1632676
1376,52676,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual,Morellato Women White Dial Watch,52676.jpg,4.342869,7.817758
1377,36333,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White & Red Socks,36333.jpg,-0.9676491,4.3351407
1378,7363,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Semi Formal Shoes,7363.jpg,3.1963382,-3.1694493
1379,46044,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Gold Earrings,46044.jpg,5.2730618,4.6645694
1380,16734,Men,Footwear,Flip Flops,Flip Flops,Maroon,Fall,2011,Casual,Lotto Men Emeriti Maroon Slipper,16734.jpg,7.7215743,-2.298047
1381,22501,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual,Catwalk Women Beige Casual Shoes,22501.jpg,2.6602185,-2.8931355
1382,49830,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual,iPanema Women Pink Flip Flops,49830.jpg,7.927803,-1.6224452
1383,47196,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Franco Leone Men Brown Sandals,47196.jpg,5.4710326,-1.7781103
1384,34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012,Casual,ADIDAS Unisex Red Organizer Bag,34464.jpg,2.1703522,3.2781794
1385,12394,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal,Reid & Taylor Men Solid Black Socks,12394.jpg,-1.0636017,4.1763425
1386,46878,Men,Accessories,Socks,Socks,Black,Summer,2012,Casual,Lino Perros Men Pack of 2 Socks,46878.jpg,-0.9744747,4.386156
1387,31116,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual,Gini and Jony Boys Grey Shorts,31116.jpg,-2.448355,3.5808659
1388,43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,French Connection Women Peach Top,43536.jpg,-7.396161,-3.0220468
1389,28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Denizen Men Check Brown Shirt,28807.jpg,-4.3912306,-2.7133436
1390,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats,2611.jpg,5.579171,-2.2471128
1391,13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Palm Tree Kids Boy Washed Blue Jeans,13246.jpg,-3.0180655,3.7962635
1392,54581,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta,54581.jpg,-9.982113,1.8463001
1393,3763,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Status Quo Men's London Icon Grey T-shirt,3763.jpg,-3.4302497,-8.404196
1394,29975,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual,Aspen Women Black Dial Watch,29975.jpg,2.4601905,7.7612376
1395,26101,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt,26101.jpg,-1.0466967,-3.8620117
1396,54521,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Voyager Sports Shoes,54521.jpg,4.3426275,-7.9296136
1397,9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,9259.jpg,0.26776877,-4.278674
1398,30064,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Ed Hardy Men Grey Dial Watch,30064.jpg,3.9155092,9.240457
1399,16794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Highlander Men Stripes Navy Blue Shirt,16794.jpg,-4.0733895,-3.2437885
1400,51053,Women,Apparel,Innerwear,Briefs,Green,Summer,2017,Casual,Enamor Women Green Bikini Brief,51053.jpg,-5.371153,6.214381
1401,49890,Girls,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Q&Q Kids Girls Blue Analog Watch,49890.jpg,6.263206,8.027735
1402,47136,Women,Accessories,Bags,Handbags,Blue,Summer,2015,Casual,Be For Bag Women Blue Tote Bag,47136.jpg,1.4085197,-1.1663947
1403,6211,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,UCB Women's Print Boat Blue Top,6211.jpg,-8.222082,-0.64710146
1404,48942,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Women Silver Ring,48942.jpg,5.161717,3.6006682
1405,23473,Men,Accessories,Scarves,Scarves,Red,Winter,2015,Casual,Lino Perros Men Red Check Scarf,23473.jpg,0.40778032,-2.029744
1406,50181,Women,Personal Care,Makeup,Kajal and Eyeliner,Beige,Spring,2017,Casual,Peperone Women Beige Handbag,50181.jpg,0.8670245,-0.080029085
1407,17646,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,2013,Casual,Converse Unisex Green Flip Flops,17646.jpg,7.948882,-1.4891639
1408,30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Striped Black Kurta,30858.jpg,-9.46068,0.48371848
1409,1808,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,2010,Sports,Quechua Aluminium Print Water Bottle,1808.jpg,0.1346771,8.787491
1410,37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,United Colors of Benetton Men Black Shoes,37241.jpg,4.735039,-4.8203077
1411,5494,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Charcoal Polo T-shirt,5494.jpg,-3.5009353,-8.634783
1412,45661,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016,Casual,Park Avenue Men Grey Melange Square Neck Vest,45661.jpg,-4.478464,-4.7026353
1413,36393,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual,Reid & Taylor Men Blue Socks,36393.jpg,-0.9677728,4.3480477
1414,4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Men's Air Max Black Shoe,4546.jpg,4.12851,-4.576832
1415,21324,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Louis Philippe Men Aviator Sunglasses LP201-C1,21324.jpg,10.956869,2.9780653
1416,15111,Men,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2011,Formal,Arrow Men Stripes Coffee Brown Trousers,15111.jpg,-3.6453009,2.020321
1417,38209,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses,38209.jpg,10.853217,3.0414839
1418,40313,Unisex,Footwear,Sandal,Sandals,White,Winter,2013,Casual,Warner Bros Kids White sandals,40313.jpg,3.4176164,-6.894836
1419,10463,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Flying Machine Men Grey Polo Tshirts,10463.jpg,-3.6756144,-5.6983795
1420,24656,Boys,Accessories,Socks,Socks,White,Fall,2011,Casual,ADIDAS Originals Boys White Pack of 3 Casual Socks,24656.jpg,-0.2764777,3.8394601
1421,25784,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012,Formal,Arrow Men Light Brown Suspenders,25784.jpg,2.0748177,7.018967
1422,56276,Women,Apparel,Innerwear,Bra,Skin,Summer,2017,Casual,Biara Women Skin Bra,56276.jpg,-6.730667,7.345751
1423,37073,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual,Lino Perros Women Purple Handbag,37073.jpg,2.0192246,-0.25208563
1424,44581,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual,Lee Rinse Navy Blue Slim Fit Jeans,44581.jpg,-4.007893,1.5119472
1425,53536,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015,Casual,Amante Women Pack of 3 Assorted Briefs PFCP11,53536.jpg,-5.3644505,6.2019973
1426,21116,Women,Apparel,Topwear,Tops,Lavender,Fall,2011,Casual,s.Oliver Women Faded Lilac Top,21116.jpg,-7.3594775,-2.6108842
1427,15323,Men,Apparel,Topwear,Jackets,Grey,Fall,2011,Casual,Nike Men Solid Grey Jacket,15323.jpg,-0.82174724,-2.013337
1428,56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,HM Women Silver Heels,56878.jpg,7.3926363,-0.24425414
1429,4774,Women,Apparel,Bottomwear,Track Pants,Pink,Summer,2011,Sports,ADIDAS Women 3S Pink Track Pants,4774.jpg,-3.8075578,3.12503
1430,57196,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,Elle Women Red Tunic,57196.jpg,-7.4148216,1.289858
1431,40121,Unisex,Accessories,Socks,Socks,White,Summer,2012,Casual,ADIDAS Unisex Pack of 3 Socks,40121.jpg,-1.0549304,4.348996
1432,32501,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Scullers Men Black Shirt,32501.jpg,-2.8677418,-4.596567
1433,56044,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Full Finish Longwear Kiss Me Lipstick 07,56044.jpg,-2.8189244,8.782314
1434,11783,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Lee Men Printed Grey Tshirts,11783.jpg,-4.836916,-7.8043833
1435,12106,Women,Apparel,Topwear,Kurtis,White,Fall,2011,Ethnic,W Women Printed White Kurtis,12106.jpg,-8.566593,0.26021746
1436,26333,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY4934,26333.jpg,3.1074908,7.6404138
1437,3551,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Charcoal Lifestyle Shoe,3551.jpg,3.7600796,-2.8733706
1438,42676,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Alma Women Black Kurta,42676.jpg,-8.452981,-0.59363437
1439,2483,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Puma Women Spagetti Dahlia Purple Top,2483.jpg,-7.4023438,-1.5279151
1440,30256,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal,Red Tape Men Black Semi Formal Shoes,30256.jpg,3.2147827,-3.1465323
1441,54713,Women,Apparel,Apparel Set,Kurta Sets,Cream,Fall,2012,Ethnic,Shree Women Cream-Coloured & Pink Printed Salwar Suit with Dupatta,54713.jpg,-9.496918,2.8280907
1442,51261,Men,Accessories,Belts,Belts,Black,Summer,2013,Formal,Park Avenue Men Black & Brown Reversible Belt,51261.jpg,7.726302,2.6084933
1443,9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Status Quo Men Green Polo Tshirts,9857.jpg,-3.7915072,-6.0018134
1444,47304,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual,Baggit Women Green purse,47304.jpg,2.4618967,3.4816325
1445,6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt,6023.jpg,-2.4378827,-9.307069
1446,21572,Men,Accessories,Socks,Socks,Multi,Winter,2015,Casual,Lino Perros Men Pack of Five Striped Socks,21572.jpg,1.808256,6.1632104
1447,15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports,Nike Men Ballista SL White Sports Shoes,15747.jpg,4.781721,-8.230502
1448,32959,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Angry Birds Men Purple T-shirt,32959.jpg,-4.670112,-7.9534206
1449,52080,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Myntra Men Navy Blue T-shirt,52080.jpg,-1.9128222,-6.247345
1450,59468,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual,Lucera Silver Ring,59468.jpg,5.418966,4.0013742
1451,45037,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Attivo Men White Dial Watch,45037.jpg,4.320886,8.074127
1452,4310,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Kid's Unisex Papa's Joy Green Kidswear,4310.jpg,-1.9126087,-0.6465681
1453,37417,Women,Accessories,Bags,Handbags,Silver,Summer,2012,Casual,Murcia Women Jute Silver Handbag,37417.jpg,2.768361,0.47555387
1454,53152,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Formal,Mark Taylor Men Brown Shirt,53152.jpg,-0.32715246,-4.3214216
1455,14695,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual,Basics Men Black Trousers,14695.jpg,-4.508079,1.7993618
1456,32165,Women,Accessories,Socks,Socks,Pink,Summer,2017,Casual,Playboy Women Playmate Pink Ankle Socks,32165.jpg,-0.8529066,4.169144
1457,56420,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual,Biara Women White Bra,56420.jpg,-6.7504797,7.3675075
1458,10235,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Carrera Men Hexagaon Dial Black Watches,10235.jpg,4.399173,9.1440735
1459,1662,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2012,Sports,Nike Men Blue Windrunner Jacket,1662.jpg,-2.2389646,-2.6367078
1460,40545,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Raga Women Gold Watch,40545.jpg,3.3454795,7.281929
1461,48728,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015,Casual,Lucera Women Silver Earrings,48728.jpg,5.4126177,4.622973
1462,30632,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,Nike Men Challenger Spiked Yellowish Green T-shirt,30632.jpg,-1.4783293,-0.55706906
1463,27685,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Murcia Women Purple Handbag,27685.jpg,2.2062173,-0.035072833
1464,18058,Women,Accessories,Wallets,Wallets,Purple,Winter,2015,Casual,Lino Perros Women Solid Purple Wallet,18058.jpg,1.7487907,4.935667
1465,3135,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Heeded Golden Strap Black Heels,3135.jpg,5.435532,-0.9697976
1466,42212,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Sepia Women Pink Tunic,42212.jpg,-9.27961,-0.123401314
1467,23225,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Tibett Pink Kurta,23225.jpg,-9.24849,1.2679796
1468,17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Formal,Rocia Women Brown Heels,17010.jpg,4.326096,-1.6195592
1469,18864,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,Puma Men Sports Division Black Sweatshirt,18864.jpg,-3.8039753,-7.53765
1470,34292,Women,Apparel,Topwear,Dupatta,Multi,Summer,2012,Ethnic,Fabindia Women Multi Coloured Chanderi Dupatta,34292.jpg,-10.7068205,1.8505569
1471,6447,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Lotto Women's Cross Color Black Pink Flip Flop,6447.jpg,7.5129676,-2.1664238
1472,7595,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Nike Women Ten Blue White Shoe,7595.jpg,3.2397623,-2.9701207
1473,3909,Women,Apparel,Bottomwear,Capris,Red,Summer,2011,Casual,Urban Yoga Women Yoga Red Capri,3909.jpg,-4.252878,3.1207566
1474,51605,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012,Casual,Kraus Jeans Women Black Trousers,51605.jpg,-4.823564,1.0084759
1475,13682,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Women Duramo 3 Sports Shoes,13682.jpg,5.6595883,-8.625829
1476,54145,Women,Footwear,Shoes,Heels,Brown,Spring,2013,Casual,Rocia Women Brown Flats,54145.jpg,5.240175,-1.4190922
1477,3307,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2011,Sports,Asics Men's Gel Phoenix 3 Black Silver Shoe,3307.jpg,6.7411146,-7.189719
1478,42020,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,ADIDAS Men Brown Mudslide Shoes,42020.jpg,4.0798097,-5.2960815
1479,55097,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017,Casual,Pond's Gold Radiance Precious Youth Serum,55097.jpg,-1.2422751,8.838473
1480,12750,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Sports,Nike Unisex Swoosh Black Backpacks,12750.jpg,1.1605555,1.7598286
1481,47552,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Portia Women Brown Heels,47552.jpg,8.20853,-0.22254078
1482,54979,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Femella Women White Printed Shirt,54979.jpg,-4.507399,-3.6715636
1483,6675,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Men's Free White Grey Shoe,6675.jpg,5.5042367,-8.802084
1484,17222,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,17222.jpg,10.548451,3.2150307
1485,51437,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Myntra Women Multi Coloured Printed Top,51437.jpg,-7.463154,-3.2288678
1486,35172,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015,Casual,Wildcraft Unisex Cruiser Red Backpack,35172.jpg,1.1880305,1.8969997
1487,46480,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Timex Women Steel Watch,46480.jpg,5.769616,5.4302254
1488,45205,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO ENTICER Women Black Dial Analogue Watch A660,45205.jpg,3.1579387,7.3755083
1489,4122,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Puma Unisex Lo Punk Black Yellow Shoe,4122.jpg,6.8287406,-6.397788
1490,21740,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Vans Unisex Authentic Lo Pro Brown Casual Shoes,21740.jpg,4.4298644,-3.9298818
1491,15575,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,15575.jpg,-2.3695822,-0.24923387
1492,53360,Women,Accessories,Wallets,Wallets,Pink,Summer,2012,Casual,Puma Woman Pink Big Cat Wallet,53360.jpg,2.198801,4.0418234
1493,37625,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Madagascar3 Boys White Printed T-Shirt,37625.jpg,-2.220579,-0.30923924
1494,56612,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017,,Streetwear True Color Claret Tint Blusher,56612.jpg,1.2197783,5.4451456
1495,32357,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,32357.jpg,5.028552,9.400512
1496,33285,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Arrow Sport Men Striped Blue Polo T-shirt,33285.jpg,-1.0765712,-6.3508525
1497,40777,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012,Casual,Quiksilver Men White Flip Flops,40777.jpg,7.948025,-1.8572406
1498,10007,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Nike Women As Trophy Swo White T-Shirts,10007.jpg,-1.77053,0.22805125
1499,21586,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2011,Casual,Locomotive Men Washed Grey Jeans,21586.jpg,-4.1270356,1.2782618
1500,52074,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Men Yellow & Blue T-shirt,52074.jpg,-2.4742484,-5.952213
1501,14661,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Basics Men Navy Slim Fit Checked Shirt,14661.jpg,-4.361553,-2.818382
1502,20454,Women,Accessories,Belts,Belts,Teal,Winter,2015,Casual,Baggit Women Poppins Doko Teal Blue Belt,20454.jpg,6.733674,2.8771856
